date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2020/05/19 00:00:00+00,2020,5,19,chokepoint7,Cape of Good Hope,2,38,4,0,9,44,53,113177.954654129,1859937.12712113,40491.8361956902,0,750662.504362489,2013606.91797095,2764269.42233344,59015
2020/03/28 00:00:00+00,2020,3,28,chokepoint7,Cape of Good Hope,6,41,1,4,12,52,64,230199.237445556,2134350.65621659,0,9133.70210739022,1094484.65658553,2373683.59576954,3468168.25235507,59016
2019/12/28 00:00:00+00,2019,12,28,chokepoint7,Cape of Good Hope,7,20,1,1,8,29,37,248170.959626388,586122.330801457,5086.23219004976,3736.84375266847,489571.029027213,843116.366370564,1332687.39539778,59017
2020/07/08 00:00:00+00,2020,7,8,chokepoint7,Cape of Good Hope,10,42,4,1,10,57,67,382928.005628658,3154809.74777782,29089.6152639957,0,1387625.59425537,3566827.36867047,4954452.96292584,59018
2019/10/31 00:00:00+00,2019,10,31,chokepoint7,Cape of Good Hope,10,46,3,1,11,60,71,305528.501866413,2240763.93257778,18949.4738080235,4109.22325593768,669570.797109997,2569351.13150816,3238921.92861816,59019
2020/05/20 00:00:00+00,2020,5,20,chokepoint7,Cape of Good Hope,5,50,4,2,7,61,68,143002.663604967,2890165.69120717,4667.20591546016,0,747080.815644527,3037835.56072759,3784916.37637212,59020
2020/03/29 00:00:00+00,2020,3,29,chokepoint7,Cape of Good Hope,4,29,0,0,12,33,45,77062.6841651746,1024145.144087,0,0,1181717.41176212,1101207.82825217,2282925.24001429,59021
2019/12/29 00:00:00+00,2019,12,29,chokepoint7,Cape of Good Hope,5,21,1,2,12,29,41,127162.229399725,1668685.30028823,6018.25154260548,0,1050115.30250636,1801865.78123056,2851981.08373692,59022
2020/07/09 00:00:00+00,2020,7,9,chokepoint7,Cape of Good Hope,6,30,3,0,12,39,51,156192.397172253,1720897.8304,59367.1859623639,0,322275.179631628,1936457.41353462,2258732.59316625,59023
2019/11/01 00:00:00+00,2019,11,1,chokepoint7,Cape of Good Hope,6,23,2,5,18,36,54,124102.563415774,2417472.78448054,0,0,1408365.89184645,2541575.34789632,3949941.23974277,59024
2020/05/21 00:00:00+00,2020,5,21,chokepoint7,Cape of Good Hope,6,36,3,2,12,47,59,130785.73512386,1941171.30967817,76688.0783057024,0,499505.226349135,2148645.12310774,2648150.34945687,59025
2020/03/30 00:00:00+00,2020,3,30,chokepoint7,Cape of Good Hope,7,20,4,0,10,31,41,156004.335898251,1113426.93521698,54676.657621939,0,649639.036525874,1324107.92873717,1973746.96526305,59026
2019/12/30 00:00:00+00,2019,12,30,chokepoint7,Cape of Good Hope,9,22,3,1,11,35,46,254729.644852484,1236875.92572021,23388.4424536854,0,1498973.43586056,1514994.01302637,3013967.44888693,59027
2020/07/10 00:00:00+00,2020,7,10,chokepoint7,Cape of Good Hope,5,48,2,3,13,58,71,151957.794456293,3557478.90864065,29979.7075852565,0,505226.950816433,3739416.4106822,4244643.36149863,59028
2019/11/02 00:00:00+00,2019,11,2,chokepoint7,Cape of Good Hope,6,23,0,3,13,32,45,157566.141376557,1523056.29308171,0,5571.37099685335,755035.918972124,1686193.80545512,2441229.72442724,59029
2020/05/22 00:00:00+00,2020,5,22,chokepoint7,Cape of Good Hope,2,31,1,2,12,36,48,76534.2776292411,1539282.4272781,41266.081402213,2429.30125150108,735448.371519172,1659512.08756106,2394960.45908023,59030
2019/12/31 00:00:00+00,2019,12,31,chokepoint7,Cape of Good Hope,3,17,2,1,14,23,37,67814.8618344695,1047489.29128337,24458.9084837814,4876.26098181168,1818731.19984432,1144639.32258343,2963370.52242775,59031
2020/07/11 00:00:00+00,2020,7,11,chokepoint7,Cape of Good Hope,4,26,0,1,13,31,44,206395.963844274,1901130.68267921,0,3745.12101706675,1259313.15943017,2111271.76754055,3370584.92697072,59032
2019/11/03 00:00:00+00,2019,11,3,chokepoint7,Cape of Good Hope,6,30,2,0,13,38,51,146712.526237942,2320228.42796462,20806.7615333522,0,709740.23609963,2487747.71573591,3197487.95183554,59033
2020/05/23 00:00:00+00,2020,5,23,chokepoint7,Cape of Good Hope,8,42,0,3,15,53,68,412727.201481134,2285655.73260523,0,3218.49034418519,678431.045213343,2701601.42443055,3380032.46964389,59034
2020/03/31 00:00:00+00,2020,3,31,chokepoint7,Cape of Good Hope,6,30,1,1,14,38,52,161256.248636901,1301574.15139111,5373.94484559398,0,761415.591243962,1468204.3448736,2229619.93611756,59035
2020/01/01 00:00:00+00,2020,1,1,chokepoint7,Cape of Good Hope,5,19,2,4,5,30,35,130201.624839762,1156860.39338521,56570.2097823693,5354.61754145172,597839.225719692,1348986.8455488,1946826.07126849,59036
2019/11/04 00:00:00+00,2019,11,4,chokepoint7,Cape of Good Hope,5,25,4,1,10,35,45,241251.390878184,1233426.36468709,49890.7594484729,2979.90795753797,1066870.81631477,1527548.42297128,2594419.23928605,59037
2020/07/12 00:00:00+00,2020,7,12,chokepoint7,Cape of Good Hope,4,23,0,1,11,28,39,231793.716190398,1503023.60475034,0,11215.9640307045,921729.611694435,1746033.28497145,2667762.89666588,59038
2020/05/24 00:00:00+00,2020,5,24,chokepoint7,Cape of Good Hope,5,30,1,0,9,36,45,123715.705334819,2462962.37533155,12852.4641996524,0,1305953.85454218,2599530.54486603,3905484.3994082,59039
2020/04/01 00:00:00+00,2020,4,1,chokepoint7,Cape of Good Hope,4,17,7,0,9,28,37,176898.985455966,532668.117544994,52652.037250035,0,817461.054718045,762219.140250996,1579680.19496904,59040
2020/01/02 00:00:00+00,2020,1,2,chokepoint7,Cape of Good Hope,6,22,2,0,13,30,43,133105.019128998,1287819.80723722,20308.0963144368,0,664651.559458833,1441232.92268065,2105884.48213948,59041
2019/11/05 00:00:00+00,2019,11,5,chokepoint7,Cape of Good Hope,8,42,2,2,13,54,67,160294.923161413,2014925.44199604,7600.40219047268,0,1151962.1006483,2182820.76734793,3334782.86799623,59042
2020/07/13 00:00:00+00,2020,7,13,chokepoint7,Cape of Good Hope,2,6,1,0,4,9,13,126627.265767144,503623.147517397,17566.41668475,0,352442.495361966,647816.829969291,1000259.32533126,59043
2020/05/25 00:00:00+00,2020,5,25,chokepoint7,Cape of Good Hope,0,25,0,0,4,25,29,0,1506769.98363633,0,0,219337.568412862,1506769.98363633,1726107.55204919,59044
2020/04/02 00:00:00+00,2020,4,2,chokepoint7,Cape of Good Hope,2,30,0,0,9,32,41,120575.100291299,615491.744964767,0,0,1359194.32187431,736066.845256065,2095261.16713038,59045
2020/01/03 00:00:00+00,2020,1,3,chokepoint7,Cape of Good Hope,2,32,1,1,13,36,49,36178.765147351,1794050.74164926,15705.9211861238,6191.17216636599,1082550.02414583,1852126.6001491,2934676.62429493,59046
2019/11/06 00:00:00+00,2019,11,6,chokepoint7,Cape of Good Hope,5,25,1,0,12,31,43,134517.887564404,1811933.31429768,3950.93632767328,0,985593.315628604,1950402.13818975,2935995.45381836,59047
2020/07/14 00:00:00+00,2020,7,14,chokepoint7,Cape of Good Hope,0,11,0,0,5,11,16,0,849683.302136132,0,0,377685.424938842,849683.302136132,1227368.72707497,59048
2020/05/26 00:00:00+00,2020,5,26,chokepoint7,Cape of Good Hope,4,22,1,1,13,28,41,123865.244157523,1433288.43746041,10422.6870017571,2422.78554889703,1183083.13349831,1569999.15416859,2753082.28766689,59049
2020/04/03 00:00:00+00,2020,4,3,chokepoint7,Cape of Good Hope,2,25,2,1,13,30,43,39382.0045315761,1294880.84535005,48945.6683607912,3863.64662746444,506322.958979116,1387072.16486989,1893395.123849,59050
2020/01/04 00:00:00+00,2020,1,4,chokepoint7,Cape of Good Hope,5,16,0,0,4,21,25,148934.366966933,861704.642055412,0,0,159335.493560021,1010639.00902235,1169974.50258237,59051
2019/11/07 00:00:00+00,2019,11,7,chokepoint7,Cape of Good Hope,4,22,3,1,9,30,39,89034.7943896081,1590465.04901526,35306.7241285329,85.26401425,452243.335731481,1714891.83154765,2167135.16727913,59052
2020/07/15 00:00:00+00,2020,7,15,chokepoint7,Cape of Good Hope,11,49,2,0,17,62,79,241717.41043473,1993755.40903342,23705.4745605301,0,1809996.57416926,2259178.29402868,4069174.86819794,59053
2020/05/27 00:00:00+00,2020,5,27,chokepoint7,Cape of Good Hope,8,47,5,1,17,61,78,304805.196287764,2622577.77881778,71751.7710463707,3042.93551485046,1615112.71151915,3002177.68166676,4617290.39318591,59054
2020/04/04 00:00:00+00,2020,4,4,chokepoint7,Cape of Good Hope,6,24,2,0,11,32,43,121604.316219533,1010984.21516906,1855.27907838227,0,614206.295459692,1134443.81046697,1748650.10592667,59055
2020/01/05 00:00:00+00,2020,1,5,chokepoint7,Cape of Good Hope,5,14,1,0,5,20,25,179040.373249334,854473.839079977,22116.4476345146,0,403194.049652528,1055630.65996383,1458824.70961635,59056
2019/11/08 00:00:00+00,2019,11,8,chokepoint7,Cape of Good Hope,4,27,0,1,14,32,46,47910.2325016613,1251274.05037658,0,3371.97178765553,1154035.82627211,1302556.2546659,2456592.08093801,59057
2020/07/16 00:00:00+00,2020,7,16,chokepoint7,Cape of Good Hope,13,70,6,3,19,92,111,451800.400994445,4862467.07817118,84473.3847304253,11153.8182030832,1545161.62521284,5409894.68209913,6955056.30731197,59058
2020/05/28 00:00:00+00,2020,5,28,chokepoint7,Cape of Good Hope,6,35,2,0,13,43,56,221756.757386823,2388536.53080332,8548.07488034773,0,1307722.96687428,2618841.36307049,3926564.32994477,59059
2020/04/05 00:00:00+00,2020,4,5,chokepoint7,Cape of Good Hope,6,27,3,0,12,36,48,189283.687566231,1388061.18637846,16867.6984802245,0,1207037.34343053,1594212.57242491,2801249.91585544,59060
2020/01/06 00:00:00+00,2020,1,6,chokepoint7,Cape of Good Hope,10,18,0,2,8,30,38,259594.121997063,1097704.74585431,0,11585.9452198405,353457.615378705,1368884.81307122,1722342.42844992,59061
2019/11/09 00:00:00+00,2019,11,9,chokepoint7,Cape of Good Hope,8,27,2,1,8,38,46,251403.848351941,868993.273104247,27293.0138135207,5567.0239627865,505423.899714624,1153257.1592325,1658681.05894712,59062
2020/07/17 00:00:00+00,2020,7,17,chokepoint7,Cape of Good Hope,6,60,11,3,22,80,102,171243.683114494,4308222.40089857,169752.595040134,7456.01341976221,1539523.88861474,4656674.69247296,6196198.5810877,59063
2020/05/29 00:00:00+00,2020,5,29,chokepoint7,Cape of Good Hope,6,33,1,0,9,40,49,216659.943873667,2246757.60619538,11151.198771777,0,811351.15067534,2474568.74884083,3285919.89951617,59064
2020/04/06 00:00:00+00,2020,4,6,chokepoint7,Cape of Good Hope,2,28,1,2,22,33,55,98922.9401994496,1687482.58504834,29541.0060417245,10863.1719626445,2109957.82618985,1826809.70325216,3936767.52944201,59065
2020/01/07 00:00:00+00,2020,1,7,chokepoint7,Cape of Good Hope,7,26,2,2,13,37,50,202039.225629635,1509139.02697953,61705.2186172142,4400.20465488462,848316.981259192,1777283.67588127,2625600.65714046,59066
2019/11/10 00:00:00+00,2019,11,10,chokepoint7,Cape of Good Hope,4,21,2,1,13,28,41,45788.8712602595,1057619.70118984,875.685545436123,3319.93552351846,1645962.39998203,1107604.19351905,2753566.59350108,59067
2020/07/18 00:00:00+00,2020,7,18,chokepoint7,Cape of Good Hope,5,53,4,0,19,62,81,306866.014036242,3704339.30687021,31904.8417481143,0,1872370.61843895,4043110.16265457,5915480.78109352,59068
2020/05/30 00:00:00+00,2020,5,30,chokepoint7,Cape of Good Hope,14,39,4,1,17,58,75,655116.422574321,2331903.9473406,80541.3943897396,0,1416107.66075754,3067561.76430466,4483669.4250622,59069
2020/04/07 00:00:00+00,2020,4,7,chokepoint7,Cape of Good Hope,5,15,2,0,9,22,31,148339.064091197,1076588.14252234,29367.4398023656,0,594735.516077167,1254294.6464159,1849030.16249307,59070
2020/01/08 00:00:00+00,2020,1,8,chokepoint7,Cape of Good Hope,7,19,3,1,12,30,42,242465.114513413,1541194.27015351,14656.8968289055,0,1325490.21551207,1798316.28149582,3123806.4970079,59071
2020/07/19 00:00:00+00,2020,7,19,chokepoint7,Cape of Good Hope,6,41,3,1,16,51,67,233032.584975561,2333203.26458545,7579.42728135871,0,1330778.02743562,2573815.27684237,3904593.304278,59072
2020/05/31 00:00:00+00,2020,5,31,chokepoint7,Cape of Good Hope,7,40,3,2,13,52,65,191428.021319577,2416956.45142556,36646.4244366963,2571.06412162788,1622318.18861951,2647601.96130347,4269920.14992298,59073
2020/04/08 00:00:00+00,2020,4,8,chokepoint7,Cape of Good Hope,3,26,0,1,10,30,40,180997.369221212,1692905.84941694,0,0,991283.250305491,1873903.21863816,2865186.46894365,59074
2020/01/09 00:00:00+00,2020,1,9,chokepoint7,Cape of Good Hope,3,23,1,0,11,27,38,23015.8138334066,1200940.43903525,7812.61969465771,0,335550.722036064,1231768.87256332,1567319.59459938,59075
2019/11/11 00:00:00+00,2019,11,11,chokepoint7,Cape of Good Hope,6,32,2,1,17,41,58,241083.379962718,1587421.86283276,40741.8028605585,3219.40442192534,491143.474618506,1872466.45007796,2363609.92469646,59076
2020/07/20 00:00:00+00,2020,7,20,chokepoint7,Cape of Good Hope,8,45,4,2,21,59,80,328697.003053432,3581437.79541566,35824.0744081899,6608.48454832412,1403911.5153764,3952567.3574256,5356478.872802,59077
2020/04/09 00:00:00+00,2020,4,9,chokepoint7,Cape of Good Hope,9,37,3,0,12,49,61,258035.355721774,1905836.62556332,55366.2086720194,0,747057.379043762,2219238.18995712,2966295.56900088,59078
2020/06/01 00:00:00+00,2020,6,1,chokepoint7,Cape of Good Hope,5,39,5,1,15,50,65,118821.902807857,3738991.57704284,42082.5521715106,0,1214635.04502133,3899896.0320222,5114531.07704353,59079
2020/01/10 00:00:00+00,2020,1,10,chokepoint7,Cape of Good Hope,6,11,4,0,12,21,33,146901.462616046,967762.150939921,65094.5813283614,0,740729.88423233,1179758.19488433,1920488.07911666,59080
2019/11/12 00:00:00+00,2019,11,12,chokepoint7,Cape of Good Hope,4,20,0,2,9,26,35,80609.8878229748,979793.989144681,0,6404.9280717665,1180945.97486952,1066808.80503942,2247754.77990894,59081
2020/07/21 00:00:00+00,2020,7,21,chokepoint7,Cape of Good Hope,7,43,5,1,14,56,70,209795.140658832,2116846.70222881,83099.6423568697,7834.79127429793,826280.705481825,2417576.27651881,3243856.98200063,59082
2020/04/10 00:00:00+00,2020,4,10,chokepoint7,Cape of Good Hope,6,28,4,2,12,40,52,195422.823795867,1846060.30818767,11160.7365021336,0,1538107.69045054,2052643.86848567,3590751.55893621,59083
2020/06/02 00:00:00+00,2020,6,2,chokepoint7,Cape of Good Hope,3,41,3,1,12,48,60,102676.207056191,2671818.73717735,58962.8309456318,0,351713.840683273,2833457.77517918,3185171.61586245,59084
2020/01/11 00:00:00+00,2020,1,11,chokepoint7,Cape of Good Hope,5,18,0,1,11,24,35,119021.372102456,1485818.94701579,0,0,1171426.3820425,1604840.31911825,2776266.70116074,59085
2019/11/13 00:00:00+00,2019,11,13,chokepoint7,Cape of Good Hope,3,33,0,1,9,37,46,97953.5905098022,2272310.61883808,0,0,481503.450521739,2370264.20934789,2851767.65986963,59086
2020/07/22 00:00:00+00,2020,7,22,chokepoint7,Cape of Good Hope,9,44,2,0,11,55,66,321732.080957298,2332326.23322283,34837.4722173456,0,957076.78988946,2688895.78639748,3645972.57628694,59087
2020/04/11 00:00:00+00,2020,4,11,chokepoint7,Cape of Good Hope,4,31,3,1,14,39,53,165619.45519614,1428221.60314914,50615.937537166,0,1855983.27000406,1644456.99588244,3500440.2658865,59088
2020/06/03 00:00:00+00,2020,6,3,chokepoint7,Cape of Good Hope,2,20,1,0,12,23,35,116964.157691999,1501948.05434476,41743.3285408096,0,1058432.5766969,1660655.54057757,2719088.11727447,59089
2020/01/12 00:00:00+00,2020,1,12,chokepoint7,Cape of Good Hope,7,23,4,0,12,34,46,164197.505906522,1546413.6207797,78292.8517969518,0,1565130.83824258,1788903.97848317,3354034.81672575,59090
2019/11/14 00:00:00+00,2019,11,14,chokepoint7,Cape of Good Hope,4,36,6,0,14,46,60,86550.949508732,2445429.25245985,55226.8224041741,0,1011004.53571952,2587207.02437275,3598211.56009227,59091
2020/07/23 00:00:00+00,2020,7,23,chokepoint7,Cape of Good Hope,4,38,2,0,16,44,60,70853.5272452456,1712489.86059336,30855.8169517481,0,975173.896891057,1814199.20479035,2789373.10168141,59092
2020/04/12 00:00:00+00,2020,4,12,chokepoint7,Cape of Good Hope,5,24,3,0,9,32,41,157329.922622617,2267814.38489964,48561.1276434367,0,684737.863806096,2473705.43516569,3158443.29897179,59093
2020/06/04 00:00:00+00,2020,6,4,chokepoint7,Cape of Good Hope,5,37,5,0,9,47,56,59172.5406557146,2491739.83991203,31258.317517798,0,871863.145195704,2582170.69808554,3454033.84328124,59094
2020/01/13 00:00:00+00,2020,1,13,chokepoint7,Cape of Good Hope,5,24,2,3,9,34,43,236906.720802083,979007.907517274,16768.3515036826,6094.28761078001,373281.244804512,1238777.26743382,1612058.51223833,59095
2019/11/15 00:00:00+00,2019,11,15,chokepoint7,Cape of Good Hope,8,24,4,3,15,39,54,209321.406001845,1598720.8113526,61492.2344027239,15432.874621073,963631.349294365,1884967.32637824,2848598.67567261,59096
2020/07/24 00:00:00+00,2020,7,24,chokepoint7,Cape of Good Hope,4,23,2,0,10,29,39,252719.814297947,1684653.81610794,16675.414524246,0,523839.449480364,1954049.04493013,2477888.49441049,59097
2020/04/13 00:00:00+00,2020,4,13,chokepoint7,Cape of Good Hope,4,34,2,1,15,41,56,170379.411448116,1456253.35901848,16224.0836377605,0,2036978.56681258,1642856.85410436,3679835.42091693,59098
2020/06/05 00:00:00+00,2020,6,5,chokepoint7,Cape of Good Hope,7,46,4,1,11,58,69,139663.388459564,2954804.73452954,31952.9412602198,0,884594.863417421,3126421.06424932,4011015.92766675,59099
2020/01/14 00:00:00+00,2020,1,14,chokepoint7,Cape of Good Hope,4,22,4,1,18,31,49,100923.555822945,1100882.11934691,45464.0682341491,6048.55644536742,1501373.50512065,1253318.29984937,2754691.80497002,59100
2019/11/16 00:00:00+00,2019,11,16,chokepoint7,Cape of Good Hope,3,31,0,0,16,34,50,116786.111296864,2070648.65627399,0,0,976692.036015449,2187434.76757086,3164126.80358631,59101
2020/07/25 00:00:00+00,2020,7,25,chokepoint7,Cape of Good Hope,9,40,1,2,16,52,68,140316.70091845,3296901.46713391,14386.8217421437,0,786068.459198839,3451604.98979451,4237673.44899335,59102
2020/04/14 00:00:00+00,2020,4,14,chokepoint7,Cape of Good Hope,6,37,3,2,14,48,62,129724.889132682,1655498.74950534,7093.80006385432,0,1763785.7934546,1792317.43870187,3556103.23215647,59103
2020/06/06 00:00:00+00,2020,6,6,chokepoint7,Cape of Good Hope,6,24,0,1,11,31,42,197030.83218725,1039348.61119332,0,0,646569.576071437,1236379.44338057,1882949.01945201,59104
2020/01/15 00:00:00+00,2020,1,15,chokepoint7,Cape of Good Hope,5,27,3,0,12,35,47,71542.7147847563,1178793.95614712,18828.6739168834,0,1384274.0300766,1269165.34484876,2653439.37492537,59105
2019/11/17 00:00:00+00,2019,11,17,chokepoint7,Cape of Good Hope,7,25,0,0,7,32,39,146008.4366792,1874630.39974097,0,0,604372.637245524,2020638.83642017,2625011.47366569,59106
2020/07/26 00:00:00+00,2020,7,26,chokepoint7,Cape of Good Hope,6,32,3,3,9,44,53,200011.981094964,1588250.3711809,47371.8187427124,3106.13258364353,799376.107947933,1838740.30360222,2638116.41155015,59107
2020/04/15 00:00:00+00,2020,4,15,chokepoint7,Cape of Good Hope,10,36,2,1,14,49,63,285718.042659726,1709762.45612458,6209.82302423398,3385.97179212953,876467.001602749,2005076.29360067,2881543.29520342,59108
2020/06/07 00:00:00+00,2020,6,7,chokepoint7,Cape of Good Hope,5,31,2,0,14,38,52,157400.637922945,1682465.58640967,30107.3584690462,0,770701.260125143,1869973.58280166,2640674.84292681,59109
2020/01/16 00:00:00+00,2020,1,16,chokepoint7,Cape of Good Hope,5,22,2,0,15,29,44,94105.5998085528,958287.882424548,27873.4559399418,0,931342.22711832,1080266.93817304,2011609.16529136,59110
2019/11/18 00:00:00+00,2019,11,18,chokepoint7,Cape of Good Hope,8,19,3,1,7,31,38,251399.935392315,1079191.90046843,55126.7562783486,3644.31672970924,1028932.76085028,1389362.9088688,2418295.66971908,59111
2020/07/27 00:00:00+00,2020,7,27,chokepoint7,Cape of Good Hope,4,26,1,0,15,31,46,183363.747418106,1073793.78765103,26959.8369389174,0,1224543.93074784,1284117.37200805,2508661.3027559,59112
2020/06/08 00:00:00+00,2020,6,8,chokepoint7,Cape of Good Hope,7,30,4,2,11,43,54,262752.34943593,2863300.43256496,79154.4504898255,12159.2962490511,719712.277578219,3217366.52873977,3937078.80631799,59113
2020/01/17 00:00:00+00,2020,1,17,chokepoint7,Cape of Good Hope,2,26,1,1,4,30,34,78686.5302549716,1696141.25798669,5142.87944425981,8022.7424339472,20016.125007244,1787993.41011987,1808009.53512711,59114
2019/11/19 00:00:00+00,2019,11,19,chokepoint7,Cape of Good Hope,13,15,1,1,15,30,45,324114.997685064,1040497.06505238,8551.07484461773,2898.28782529063,1274782.65059403,1376061.42540735,2650844.07600138,59115
2020/07/28 00:00:00+00,2020,7,28,chokepoint7,Cape of Good Hope,6,31,4,0,10,41,51,217959.287335215,1564649.87799629,66783.9258472336,0,1094220.15141402,1849393.09117874,2943613.24259276,59116
2020/06/09 00:00:00+00,2020,6,9,chokepoint7,Cape of Good Hope,6,33,1,0,17,40,57,263496.02573665,1977635.33862448,10852.1051455966,0,861299.602799647,2251983.46950673,3113283.07230637,59117
2020/04/16 00:00:00+00,2020,4,16,chokepoint7,Cape of Good Hope,3,39,1,2,18,45,63,78629.4022373903,2055175.78158191,21323.565633798,5100.44529819374,1729110.33318744,2160229.19475129,3889339.52793873,59118
2019/11/20 00:00:00+00,2019,11,20,chokepoint7,Cape of Good Hope,7,25,3,0,7,35,42,155822.906671075,1600417.26435676,51129.520073888,0,576922.318676845,1807369.69110172,2384292.00977857,59119
2020/01/18 00:00:00+00,2020,1,18,chokepoint7,Cape of Good Hope,2,21,1,0,11,24,35,22543.8596145075,1243941.69247917,7322.33305142737,0,731426.157937373,1273807.88514511,2005234.04308248,59120
2020/07/29 00:00:00+00,2020,7,29,chokepoint7,Cape of Good Hope,7,33,1,1,20,42,62,301536.376596169,1263492.54421637,1939.22669336653,9432.97894276863,1398840.09271722,1576401.12644867,2975241.21916589,59121
2020/06/10 00:00:00+00,2020,6,10,chokepoint7,Cape of Good Hope,3,39,2,1,12,45,57,111802.1048409,2587304.35810566,30774.5797665064,0,638611.274880892,2729881.04271307,3368492.31759396,59122
2020/04/17 00:00:00+00,2020,4,17,chokepoint7,Cape of Good Hope,0,44,1,1,13,46,59,0,1819476.48723227,37214.5334560099,0,631146.77585267,1856691.02068828,2487837.79654095,59123
2019/11/21 00:00:00+00,2019,11,21,chokepoint7,Cape of Good Hope,3,29,0,4,16,36,52,36984.7665183777,2027340.67870525,0,6240.04128788617,1866286.6746525,2070565.48651151,3936852.16116401,59124
2020/01/19 00:00:00+00,2020,1,19,chokepoint7,Cape of Good Hope,6,21,2,0,10,29,39,161183.966071792,1103136.34522648,32643.0362794671,0,339809.624257014,1296963.34757774,1636772.97183475,59125
2020/07/30 00:00:00+00,2020,7,30,chokepoint7,Cape of Good Hope,4,39,0,2,14,45,59,129379.929087479,1766788.2411231,0,9722.56008357912,541115.978008044,1905890.73029416,2447006.7083022,59126
2020/06/11 00:00:00+00,2020,6,11,chokepoint7,Cape of Good Hope,1,16,0,0,7,17,24,31471.3374216862,1270455.90111406,0,0,262645.694289899,1301927.23853574,1564572.93282564,59127
2020/04/18 00:00:00+00,2020,4,18,chokepoint7,Cape of Good Hope,2,37,1,0,13,40,53,45065.307563424,2944383.67273709,4085.56841107337,0,886297.803238272,2993534.54871158,3879832.35194985,59128
2019/11/22 00:00:00+00,2019,11,22,chokepoint7,Cape of Good Hope,2,27,4,0,15,33,48,64807.9152630901,1890200.50758162,29352.8131095267,0,1596653.88629256,1984361.23595423,3581015.1222468,59129
2020/01/20 00:00:00+00,2020,1,20,chokepoint7,Cape of Good Hope,4,18,1,0,11,23,34,202352.429713618,454478.183786656,0,0,1207653.07987074,656830.613500273,1864483.69337101,59130
2020/07/31 00:00:00+00,2020,7,31,chokepoint7,Cape of Good Hope,5,48,0,2,12,55,67,143443.005718602,3631754.9995357,0,3643.18791014813,1226130.26365879,3778841.19316445,5004971.45682324,59131
2020/06/12 00:00:00+00,2020,6,12,chokepoint7,Cape of Good Hope,2,17,1,0,8,20,28,40932.54105197,994931.062049534,25880.2967027265,0,726751.660983279,1061743.89980423,1788495.56078751,59132
2020/04/19 00:00:00+00,2020,4,19,chokepoint7,Cape of Good Hope,3,29,3,0,15,35,50,60494.6289685688,1643055.93962456,53425.9040930022,0,1566189.79598533,1756976.47268613,3323166.26867147,59133
2019/11/23 00:00:00+00,2019,11,23,chokepoint7,Cape of Good Hope,7,33,0,1,18,41,59,167589.045300169,2703891.9139364,0,4938.57642109466,1193551.58571122,2876419.53565767,4069971.12136889,59134
2020/01/21 00:00:00+00,2020,1,21,chokepoint7,Cape of Good Hope,5,17,1,1,15,24,39,76691.4854196319,856879.77595257,7918.14613345888,0,1820608.48337975,941489.407505661,2762097.89088541,59135
2020/08/01 00:00:00+00,2020,8,1,chokepoint7,Cape of Good Hope,5,49,1,0,12,55,67,175718.262079018,2481887.04445114,18025.884208955,0,565911.101351364,2675631.19073912,3241542.29209048,59136
2020/06/13 00:00:00+00,2020,6,13,chokepoint7,Cape of Good Hope,5,33,0,2,18,40,58,352077.905777962,3561916.74728486,0,0,1159174.34309724,3913994.65306282,5073168.99616006,59137
2020/04/20 00:00:00+00,2020,4,20,chokepoint7,Cape of Good Hope,5,21,0,1,10,27,37,136676.96324944,1059206.92805768,0,0,699107.763943312,1195883.89130712,1894991.65525043,59138
2019/11/24 00:00:00+00,2019,11,24,chokepoint7,Cape of Good Hope,8,15,1,2,10,26,36,232103.147175528,973020.049265558,1737.436892672,7530.7175293459,583439.338877268,1214391.3508631,1797830.68974037,59139
2020/01/22 00:00:00+00,2020,1,22,chokepoint7,Cape of Good Hope,4,19,2,1,11,26,37,212808.05677219,1090804.23157328,25185.3903391408,3881.53860920969,405271.305243324,1332679.21729382,1737950.52253715,59140
2020/08/02 00:00:00+00,2020,8,2,chokepoint7,Cape of Good Hope,9,42,1,2,12,54,66,336798.436457607,2170302.4072933,30156.2099270407,6352.86651892687,1161475.51723749,2543609.92019687,3705085.43743437,59141
2020/06/14 00:00:00+00,2020,6,14,chokepoint7,Cape of Good Hope,15,40,6,0,11,61,72,420729.105109484,2544864.5261992,95166.3233208507,0,617313.623497848,3060759.95462953,3678073.57812738,59142
2020/04/21 00:00:00+00,2020,4,21,chokepoint7,Cape of Good Hope,5,31,3,2,18,41,59,115771.521941668,1364324.87568186,68099.5047376422,0,1829846.65872486,1548195.90236117,3378042.56108603,59143
2019/11/25 00:00:00+00,2019,11,25,chokepoint7,Cape of Good Hope,6,19,3,0,11,28,39,287904.865529072,1201466.15638102,25755.3640068282,0,622880.092331114,1515126.38591692,2138006.47824803,59144
2020/01/23 00:00:00+00,2020,1,23,chokepoint7,Cape of Good Hope,6,24,2,3,5,35,40,88125.7374444248,1268985.29325641,31720.9689034485,15812.8659128587,286846.545244452,1404644.86551714,1691491.41076159,59145
2020/08/03 00:00:00+00,2020,8,3,chokepoint7,Cape of Good Hope,3,42,0,0,18,45,63,53697.2682360238,3124776.13371205,0,0,1177366.9954553,3178473.40194808,4355840.39740338,59146
